decision_id,cohort_id,subject_candidacy_id,proposed_occurrence_key,observed_ballot_name,election_date,jurisdiction,office,district,decision,ingestion_action,identity_bridge,result_source_authority,result_source_resource,result_source_locator,rationale
mcd_6e6f8f5e175257628ccf3ec72d269413,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2020:elections_canada:mp:35108,Kevin Clarke,2020-10-26,"Canada, Ontario",mp,Toronto Centre,confirm,reuse_existing,Continuous Toronto candidacy and Peoples Political Party leadership bridge the recurring candidate to the 2026 filer.,Elections Canada,2020 Toronto Centre by-election official results,https://www.elections.ca/res/rep/off/ovr_2020/52/data_donnees/pollresults_resultatsbureau35108.csv,Official result and continuous multi-source career identity agree.
mcd_6523f5b8da2554c7885d2df45dc02c0c,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2021:toronto_city_clerk:councillor:ward-22,Clarke Kevin,2021-01-15,"Toronto, Ontario",councillor,Ward 22 Scarborough-Agincourt,confirm,reuse_existing,Continuous Toronto candidacy and Peoples Political Party leadership bridge the recurring candidate to the 2026 filer.,Toronto City Clerk,2021 Ward 22 by-election official declaration,https://www.toronto.ca/wp-content/uploads/2021/01/8e1c-Results_Official_Declaration_2021_By-Election_Ward-22.pdf,Official result and continuous multi-source career identity agree.
mcd_91209d5576e559e784546f9b405a3f56,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2021:elections_canada:mp:35095,Kevin Clarke,2021-09-20,"Canada, Ontario",mp,Scarborough-Guildwood,confirm,reuse_existing,Continuous Toronto candidacy and Peoples Political Party leadership bridge the recurring candidate to the 2026 filer.,Elections Canada,44th general election official results,https://www.elections.ca/res/rep/off/ovr2021app/53/data_donnees/pollresults_resultatsbureau35.zip,Official result and continuous multi-source career identity agree.
mcd_53ced6dbbf745c15ba700c412d4c7244,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2022:toronto_city_clerk:mayor:city,Clarke Kevin,2022-10-24,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,Continuous Toronto candidacy and Peoples Political Party leadership bridge the recurring candidate to the 2026 filer.,Toronto City Clerk,2022 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Official result and continuous multi-source career identity agree.
mcd_07d057887d215e5b8fd24962223498ae,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2023:toronto_city_clerk:mayor:city,Clarke Kevin,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,Continuous Toronto candidacy and Peoples Political Party leadership bridge the recurring candidate to the 2026 filer.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and continuous multi-source career identity agree.
mcd_7f97a54eff565328950c0164c0771d07,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,1994:east_york:mayor:municipality,Kevin Clarke,1994-11-14,"East York, Ontario",mayor,Borough of East York,hold,none,,,,,Credible lead lacks a recovered authoritative complete result table and source-level identity bridge.
mcd_48a0b5d274345965bf460ee44daa9080,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,1995:elections_ontario:mpp:york-south,Kevin Clarke,1995-06-08,"Ontario, Canada",mpp,York South,hold,none,,,,,Credible lead lacks a recovered authoritative complete result table and source-level identity bridge.
mcd_ba557794ed365da984ca000ceff9ddc1,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,1996:elections_ontario:mpp:york-south,Kevin Clarke,1996-05-23,"Ontario, Canada",mpp,York South,hold,none,,,,,Credible lead lacks a recovered authoritative complete result table and source-level identity bridge.
mcd_873a5813dc9c5551874344de1514b2f4,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,1997:elections_canada:mp:broadview-greenwood,Kevin Clarke,1997-06-02,"Canada, Ontario",mp,Broadview-Greenwood,hold,none,,,,,Credible lead lacks a recovered authoritative complete result table and source-level identity bridge.
mcd_66568f9700485d849eeacdcf78ff50e3,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2000:toronto_city_clerk:mayor:city,Kevin Clarke,2000-11-13,"Toronto, Ontario",mayor,City of Toronto,hold,none,,,,,Credible lead lacks a recovered authoritative complete result table and source-level identity bridge.
mcd_9a4756ad4b7a5b79846e6d5a7fb646a3,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2001:elections_ontario:mpp:beaches-east-york,Kevin Clarke,2001-09-20,"Ontario, Canada",mpp,Beaches-East York,hold,none,,Ontario Gazette,2001 official gazette result notice,https://files.ontario.ca/books/139-19.pdf,Authority notice supports the lead but a complete contest table and source-level identity bridge were not recovered.
mcd_9040848fa9ec5c75967c728bd97a6543,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2007:elections_ontario:mpp:york-south-weston,KEVIN CLARKE,2007-02-08,"Ontario, Canada",mpp,York South-Weston,hold,none,,Elections Ontario,Official result captured in canonical Results,,Exact canonical result exists but the review did not recover a direct complete authority table and qualifying occurrence-level bridge.
mcd_c5314833b20c58dab0158b37a5a88bf6,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2011:elections_ontario:mpp:toronto-danforth,KEVIN CLARKE,2011-10-06,"Ontario, Canada",mpp,Toronto-Danforth,hold,none,,Elections Ontario,Official result captured in canonical Results,,Exact canonical result exists but the review did not recover a direct complete authority table and qualifying occurrence-level bridge.
mcd_b68ba1a025d05b1e965e884e0e4d800f,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2012:elections_ontario:mpp:kitchener-waterloo,Kevin Clarke,2012-09-06,"Ontario, Canada",mpp,Kitchener-Waterloo,hold,none,,,,,Plausible party-linked lead lacks a recovered authoritative complete result table.
mcd_849907f5f1c95a8c93522c1e0bfd34f1,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2014:elections_ontario:mpp:thornhill,Kevin Clarke,2014-02-13,"Ontario, Canada",mpp,Thornhill,hold,none,,,,,Plausible party-linked lead lacks a recovered authoritative complete result table.
mcd_e78bbb9d200a529c99c596d153fb95d5,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2022:elections_ontario:mpp:scarborough-guildwood,KEVIN CLARKE,2022-06-02,"Ontario, Canada",mpp,Scarborough-Guildwood,hold,none,,Elections Ontario,Official result captured in canonical Results,,Exact canonical result exists but the review did not recover a direct complete authority table and qualifying occurrence-level bridge.
mcd_85ffc6bc752b5e3e8701841a99bbff31,toronto-mayor-2026,can_34ef58fec10453ec87a52c54391d0076,2025:elections_ontario:mpp:scarborough-guildwood,KEVIN CLARKE,2025-02-27,"Ontario, Canada",mpp,Scarborough-Guildwood,hold,none,,Elections Ontario,2025 official result captured in canonical Results,https://results.elections.on.ca/api/report-groups/48/report-outputs/1096/csv,Exact canonical result exists but the review did not recover a direct candidate-level identity bridge.
mcd_98e7d29c6297549e8f63df4aebaba263,toronto-mayor-2026,can_665e34a2e1bd53efab17596e5ab65b9d,2025:elections_canada:mp:don-valley-north,Laura Ellis,2025-04-28,"Canada, Ontario",mp,Don Valley North,reject,none,,Elections Canada,45th general election official results,https://www.elections.ca/scripts/vis/PastResults?ED=35023&EV=99&EV_TYPE=6&L=e&MAPID=35037&PAGEID=28&QID=-1,The complete official candidate list contains no Laura Ellis and disproves the online claim.
mcd_c9e4cc4595d056a0b680b66284597104,toronto-mayor-2026,can_add6b13c697e571b946a9f304c46723b,2018:toronto_city_clerk:mayor:city,Logan Choy,2018-10-22,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The current City contact embeds the distinctive full name Logan Anthony Choy and contemporaneous coverage explicitly identifies his 2018 run.,Toronto City Clerk,2018 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf,Official result and independent full-name career continuity agree.
mcd_277d2ad2024f5016b17bc7de41bae0b0,toronto-mayor-2026,can_add6b13c697e571b946a9f304c46723b,2023:toronto_city_clerk:mayor:city,Logan Choy,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The current City contact embeds the distinctive full name Logan Anthony Choy and 2023 coverage explicitly identifies him as the returning 2018 candidate.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and independent full-name career continuity agree.
mcd_772af645405d5c1f8d9415da611f0686,toronto-mayor-2026,can_02f4555121c15b8abb384f5b2c886b56,2023:toronto_city_clerk:mayor:city,Lyall Sanders,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The current campaign explicitly claims the 2023 contest and twelfth-place result while maintaining the same Toronto educator identity.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and explicit candidate-controlled continuity agree.
mcd_b6b39af168fb5fdabc915c8d38ada63a,toronto-mayor-2026,can_02f4555121c15b8abb384f5b2c886b56,2026:elections_canada:mp:35096,Lyall Sanders,2026-04-13,"Canada, Ontario",mp,Scarborough Southwest,confirm,reuse_existing,The federal campaign domain and Elections Canada candidate table identify the same Toronto teacher and Scarborough campaign.,Elections Canada,2026 Scarborough Southwest by-election official results,https://www.elections.ca/res/rep/off/ovr_2026/64/table12E.html,Official result and campaign geography and occupation continuity agree.
mcd_fa460c5971545abda7175d3bb703bb98,toronto-mayor-2026,can_a169bac534c9535f8b40909b8e3f19c3,1990:elections_ontario:mpp:032,Martin Fraser,1990-09-06,"Ontario, Canada",mpp,Etobicoke West,hold,none,,Elections Ontario,1990 general election official results,https://results.elections.on.ca/api/report-groups/8/report-outputs/921/pdf/en,The exact official result is verified but the 2026 filer has no identity anchor beyond the shared name and compatible geography.
mcd_79abe2ebc6b15e65ae4c2519f364c86d,toronto-mayor-2026,can_a169bac534c9535f8b40909b8e3f19c3,1994:toronto_city_clerk:councillor:etobicoke-ward-7,Martin Fraser,1994-11-14,"Etobicoke, Ontario",councillor,Etobicoke Ward 7,hold,none,,City of Toronto,Archived 1994 municipal election results,https://web.archive.org/web/20130501150112/http://www.toronto.ca/elections/results/results_1994.htm,The archived City result is exact but the 2026 filer has no identity anchor beyond the shared name and compatible geography.
mcd_6f4d55f729525137a02650d2c95b8a88,toronto-mayor-2026,can_30299920681c5c8096c4bef93afac059,2023:toronto_city_clerk:mayor:city,Michael Lamoureux,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The current certified record links the same candidate-controlled site that retains an explicit 2023 Toronto mayoral campaign page.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and direct campaign-site continuity agree.
mcd_097f291f42be544dae8c038b99aa8f4b,toronto-mayor-2026,can_627d3742fe25534cb96e3e6cee6388c8,2022:elections_ontario:mpp:092,"SAYERS, NAOMI",2022-06-02,"Ontario, Canada",mpp,Sault Ste. Marie,confirm,add_backfill,The same public handle and continuous First Nations lawyer profile connect the 2022 Sault Ste. Marie candidate to the current Toronto campaign.,Elections Ontario,2022 official tabulation for Sault Ste. Marie,https://www.elections.on.ca/content/dam/NGW/sitecontent/2022/results/Vote%20Totals%20From%20Official%20Tabulation%20-%20Sault%20Ste.%20Marie%20092.pdf,Official result and multi-source professional and public-account continuity agree.
mcd_cdcf82445c6458aeb76d0f3668d8a75f,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,1985:toronto_board_of_education:trustee:ward-6,Olivia Chow,1985-11-12,"Toronto, Ontario",trustee,Ward 6,hold,none,The City biography directly attributes the trusteeship to Olivia Chow.,City of Toronto,Official biography of Mayor Olivia Chow,https://www.toronto.ca/city-government/council/office-of-the-mayor/about-mayor/,The election is institutionally confirmed but no authoritative detailed final tabulation was recovered.
mcd_21d4296c8b5e51d8bbb28236095c492d,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,1991:metro_toronto:councillor:downtown,Olivia Chow,1991-11-12,"Metropolitan Toronto, Ontario",councillor,Downtown,confirm,add_backfill,The official Mayor biography and continuous institutional career identify the 1991 Metro councillor.,City of Toronto,Archived 1991 municipal election results,https://web.archive.org/web/20130501150112/http://www.toronto.ca/elections/results/results_1991.htm,Archived City result and official institutional career continuity agree.
mcd_624f90d047735cecac9a376ef3626917,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,1994:metro_toronto:councillor:downtown,Olivia Chow,1994-11-14,"Metropolitan Toronto, Ontario",councillor,Downtown,confirm,add_backfill,The official Mayor biography and continuous institutional career identify the 1994 Metro councillor.,City of Toronto,Archived 1994 municipal election results,https://web.archive.org/web/20030622172104/http://www.toronto.ca/elections/results/results_1994.htm,Archived City result and official institutional career continuity agree.
mcd_69aeb9d2594451448da32fb35a6bc7bb,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,1997:toronto_city_clerk:councillor:ward-24,Olivia Chow,1997-11-10,"Toronto, Ontario",councillor,Ward 24 Downtown,confirm,add_backfill,Official and institutional biographies document the same continuous councillor career.,City of Toronto,1997 municipal election results,http://www.toronto.ca/elections/results/results_1997.htm,City result and official institutional career continuity agree.
mcd_dc03bb80a06e5f0e9b6853a186b7f8f6,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2000:toronto_city_clerk:councillor:ward-20,Olivia Chow,2000-11-13,"Toronto, Ontario",councillor,Ward 20 Trinity-Spadina,confirm,add_backfill,Official and institutional biographies document the same continuous councillor career.,City of Toronto,2000 municipal election results,http://www.toronto.ca/elections/results/results_2000.htm,City result and official institutional career continuity agree.
mcd_745d4e19c4115013ba22935a086d765d,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2003:toronto_city_clerk:councillor:ward-20,Olivia Chow,2003-11-10,"Toronto, Ontario",councillor,Ward 20,confirm,reuse_existing,The official Mayor biography identifies the same continuous Toronto councillor career.,Toronto City Clerk,2003 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2017/08/9868-election-2003-clerkofficialdeclaration.pdf,Official result and institutional career continuity agree.
mcd_ad04482374385933b9e26a4a2457494a,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2004:elections_canada:mp:35095,Olivia Chow,2004-06-28,"Canada, Ontario",mp,Trinity-Spadina,confirm,reuse_existing,The City biography and continuous federal career identify the same Toronto politician.,Elections Canada,38th general election official results,https://www.elections.ca/Scripts/VIS/HistoricalResults/35095_e.html,Official result and institutional career continuity agree.
mcd_5a0a2621c0045bd7b1570d995fd21432,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2006:elections_canada:mp:35095,Olivia Chow,2006-01-23,"Canada, Ontario",mp,Trinity-Spadina,confirm,reuse_existing,The City biography explicitly records the 2006 election and continuous federal career.,Elections Canada,39th general election official results,https://www.elections.ca/Scripts/VIS/HistoricalResults/35095_e.html,Official result and institutional career continuity agree.
mcd_522e697329105d32860d4f6f91967650,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2008:elections_canada:mp:35095,Olivia Chow,2008-10-14,"Canada, Ontario",mp,Trinity-Spadina,confirm,reuse_existing,The City biography explicitly records the re-election and continuous federal career.,Elections Canada,40th general election official results,https://www.elections.ca/Scripts/VIS/HistoricalResults/35095_e.html,Official result and institutional career continuity agree.
mcd_59a973b1b90151aa8b0d84178882a9c5,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2011:elections_canada:mp:35095,Olivia Chow,2011-05-02,"Canada, Ontario",mp,Trinity-Spadina,confirm,reuse_existing,The City biography explicitly records the re-election and continuous federal career.,Elections Canada,41st general election official results,https://www.elections.ca/Scripts/VIS/HistoricalResults/35095_e.html,Official result and institutional career continuity agree.
mcd_dceed29938745027870859841a4f1ed2,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2014:toronto_city_clerk:mayor:city,CHOW OLIVIA,2014-10-27,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The official Mayor biography and continuous Toronto political identity establish the same candidate.,Toronto City Clerk,2014 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf,Official result and institutional career continuity agree.
mcd_6beb90c17c18572c8bb33f69f1ff92ae,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2015:elections_canada:mp:35101,Olivia Chow,2015-10-19,"Canada, Ontario",mp,Spadina-Fort York,confirm,reuse_existing,The official public career and adjacent Toronto federal geography identify the same former MP.,Elections Canada,42nd general election official results,https://www.elections.ca/res/rep/off/ovr2015app/41/9892e.html,Official result and continuous public career agree.
mcd_2f9fc698409952a6b932d6ed5cd36e49,toronto-mayor-2026,can_24054bba2bed56dab41293ec7d138d41,2023:toronto_city_clerk:mayor:city,Olivia Chow,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The official Mayor biography directly identifies the incumbent elected in the 2023 by-election.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and incumbent institutional identity agree.
mcd_6f9792e233545571ad1de98edd62f132,toronto-mayor-2026,can_35cd7fdef9185f108c07669c0c02a3f4,2023:toronto_city_clerk:mayor:city,Paul Collins,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,hold,none,,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,The exact official result exists but no qualifying bridge connects the high-collision name to the 2026 filer.
mcd_bbfabcbbd74e56bdadbbfc1767bbbce0,toronto-mayor-2026,can_86878b8fd0dc57479f5522bfc8a7c948,2022:toronto_city_clerk:mayor:city,Peter Handjis,2022-10-24,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,Official filings and a consistent rare-name Toronto business biography establish the continuous candidate.,Toronto City Clerk,2022 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Official result and documented candidate continuity agree.
mcd_471cb713a6da53e9b12ebfaddcfcdc64,toronto-mayor-2026,can_86878b8fd0dc57479f5522bfc8a7c948,2023:toronto_city_clerk:mayor:city,Peter Handjis,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,Official filings and a consistent rare-name Toronto business biography establish the continuous candidate.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and documented candidate continuity agree.
mcd_5e7ec8f7332857aeb7bf69d8e3c84b17,toronto-mayor-2026,can_86878b8fd0dc57479f5522bfc8a7c948,2023:toronto_city_clerk:councillor:ward-20,Peter Handjis,2023-11-30,"Toronto, Ontario",councillor,Ward 20 Scarborough Southwest,confirm,reuse_existing,City candidate records and the candidate's consistent Toronto business biography establish continuity.,Toronto City Clerk,2023 Ward 20 by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/12/94c0-Declaration-of-Results-for-the-Councillor-Ward-20-ByElection-Final.pdf,Official result and documented candidate continuity agree.
mcd_4cb44b9337a55cb2bfb9608c3ad21a11,toronto-mayor-2026,can_86878b8fd0dc57479f5522bfc8a7c948,2024:toronto_city_clerk:councillor:ward-15,Peter Handjis,2024-11-04,"Toronto, Ontario",councillor,Ward 15 Don Valley West,confirm,reuse_existing,Independent coverage explicitly identifies the same frequent candidate and recites the continuous campaign sequence.,Toronto City Clerk,2024 Ward 15 by-election declaration,https://www.toronto.ca/wp-content/uploads/2024/11/9727-Declaration-of-Results-for-the-Councillor-Ward-15-ByElectionfor-posting.pdf,Official result and documented candidate continuity agree.
mcd_73e8eb5037f057cc9e56c111928e971c,toronto-mayor-2026,can_3a1a6b619cf050e690cb6578dee57012,2023:toronto_city_clerk:mayor:city,Rick Lee,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,hold,none,,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Employment and media evidence identifies the 2023 candidate but no qualifying identifier connects that person to the bare 2026 filing.
mcd_03fba63cdb11550e8f083f3e929f676f,toronto-mayor-2026,can_725c2f7ae1e052caa5db6c997d6e1949,2023:toronto_city_clerk:mayor:city,Robert Shusterman,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The identical campaign email and continuous Toronto real-estate website connect the historical candidate to the current filer.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and direct contact continuity agree.
mcd_e5e60ea1185f5637bdb9a19c666dca7c,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2014:toronto_city_clerk:councillor:ward-41,Sandeep Srivastava,2014-10-27,"Toronto, Ontario",councillor,Ward 41,hold,none,,Toronto City Clerk,2014 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_4b399b3df02158ec96d553078dfe04bd,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2016:toronto_city_clerk:tdsb-trustee:ward-21,Sandeep Srivastava,2016-01-25,"Toronto, Ontario",trustee,TDSB Ward 21,hold,none,,Toronto City Clerk,2016 TDSB Ward 21 by-election declaration,https://www.toronto.ca/wp-content/uploads/2017/08/8ef9-2016-byelection-tdsb-ward21-declarationofresults.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_3d446aa7b8a85592a3d11f0cd939b1bc,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2017:toronto_city_clerk:councillor:ward-42,Sandeep Srivastava,2017-02-13,"Toronto, Ontario",councillor,Ward 42,hold,none,,Toronto City Clerk,2017 Ward 42 by-election declaration,https://www.toronto.ca/wp-content/uploads/2017/08/96c5-ward42_byelection_declarationofresults.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_e75363bc868a5e50a4825e19cdd23009,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2018:toronto_city_clerk:councillor:ward-23,Sandeep Srivastava,2018-10-22,"Toronto, Ontario",councillor,Ward 23 Scarborough North,hold,none,,Toronto City Clerk,2018 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_19aa8eb5f7b9501893ee56b3ecb7055f,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2022:toronto_city_clerk:mayor:city,Sandeep Srivastava,2022-10-24,"Toronto, Ontario",mayor,City of Toronto,hold,none,,Toronto City Clerk,2022 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_9a7c4eee706759598b492e65b0e2f31f,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2023:toronto_city_clerk:mayor:city,Sandeep Srivastava,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,hold,none,,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_314c22a4ac6355a5a0c920f9959d554d,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2023:toronto_city_clerk:councillor:ward-20,Sandeep Srivastava,2023-11-30,"Toronto, Ontario",councillor,Ward 20 Scarborough Southwest,hold,none,,Toronto City Clerk,2023 Ward 20 by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/12/94c0-Declaration-of-Results-for-the-Councillor-Ward-20-ByElection-Final.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_4fdff2b6688a511282b00d7ef91e3bc0,toronto-mayor-2026,can_5921308ec09156fb9428cf16c4ccb415,2006:elections_canada:mp:scarborough-southwest,Sandeep Srivastava,2006-01-23,"Canada, Ontario",mp,Scarborough Southwest,reject,none,,Elections Canada,39th general election official results,https://www.elections.ca/Scripts/VIS/HistoricalResults/35084_e.html,The complete official candidate list contains no Sandeep Srivastava and disproves the reported lead.
mcd_6b364c9235185a4482cafe2d3ee5e3fb,toronto-mayor-2026,can_dfbeced4bfdb5a9d821dcbc84ff00dd5,2022:toronto_city_clerk:tdsb-trustee:ward-2,Thomas Hall,2022-10-24,"Toronto, Ontario",trustee,TDSB Ward 2,hold,none,,Toronto City Clerk,2022 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_1d9cc01b3783530ba1bf88d332c6d969,toronto-mayor-2026,can_dfbeced4bfdb5a9d821dcbc84ff00dd5,2023:toronto_city_clerk:mayor:city,Thomas Hall,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,hold,none,,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_f0607c95d843562d9e4cf078bc430155,toronto-mayor-2026,can_dfbeced4bfdb5a9d821dcbc84ff00dd5,2023:toronto_city_clerk:councillor:ward-20,Thomas Hall,2023-11-30,"Toronto, Ontario",councillor,Ward 20 Scarborough Southwest,hold,none,,Toronto City Clerk,2023 Ward 20 by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/12/94c0-Declaration-of-Results-for-the-Councillor-Ward-20-ByElection-Final.pdf,Exact result verified but no qualifying bridge connects the common name to the 2026 filer.
mcd_5f721a2e890f5992ba2a53f317cc1ec5,toronto-mayor-2026,can_501a2363de0b5db0afdbb7ea9087df9a,2010:toronto_city_clerk:mayor:city,WEIZHEN TANG,2010-10-25,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The candidate-controlled 2026 announcement explicitly describes this as a third mayoral bid and bridges the 2010 result.,Toronto City Clerk,2010 municipal election official declaration,https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf,Official result and explicit candidate-controlled continuity agree.
mcd_8a3cf8d139c15213ba732ce7d9e64b3c,toronto-mayor-2026,can_501a2363de0b5db0afdbb7ea9087df9a,2023:toronto_city_clerk:mayor:city,Weizhen Tang,2023-06-26,"Toronto, Ontario",mayor,City of Toronto,confirm,reuse_existing,The candidate-controlled 2026 announcement explicitly describes this as a third mayoral bid and the campaign material identifies the 2023 run.,Toronto City Clerk,2023 mayoral by-election declaration,https://www.toronto.ca/wp-content/uploads/2023/06/8eef-Declaration-of-Results-for-the-2023-Toronto-By-Election-for-Mayor-Final.pdf,Official result and explicit candidate-controlled continuity agree.
