candidacy_id,target_person_id,decision,confidence,rationale,evidence_urls,reviewer
can_3c798f149f6f564b80752e01c7882410,per_66eb4d79e82255939ee52ad86a1e1534,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_3c7e28a7b3435fe19b4ba1066ee1ec6a,per_443faa4b55235df2a75e74216f08e4c5,unresolved,medium,"The target has a same-body/same-office result with the same name, but the district differs from this occurrence; results alone cannot establish identity across a changed district, so the proposal is held.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_3c9323a2d4f45193bd554ec993be451a,per_efb9299062b15bd2abb7245d2003637e,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-0
can_3c9bc0cd2fc2524e919cae6519b79b21,per_09a896edf623508abcc63be6ca60dc8f,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_3d6529e8861f5d7b947e46b79ae816d6,per_6ae741fa1fc65281a8b7aea106352cb1,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_3d9049d343f15e0ca34b8d0264c99ef3,per_ffe3c5e4da7f5556a227d0ebb126386a,confirmed,high,"Official result continuity: same body/office, displayed district “Ward 21 — Scarborough Centre”, and party/affiliation “non_partisan” match a confirmed candidacy; no same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_3d994034b01552bfb5f0ca62556a00ae,per_546a50310fbe5401a126a3864d97fbb3,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_3e28eda831e05643a66fc66d27aa3eda,per_3e12ce0e617558e499e3efe88b8d22da,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://results.elections.on.ca/api/report-groups/1/report-outputs/932/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/925/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/930/csv,independent-adjudication-bucket-1
can_3e594586f4bd503f898490f24c70c9fa,per_feb80bf76ab054648511b8cfe6ed95a8,unresolved,medium,"The target has a same-body/same-office result with the same name, but the district differs from this occurrence; results alone cannot establish identity across a changed district, so the proposal is held.",https://results.elections.on.ca/api/report-groups/1/report-outputs/932/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/925/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/930/csv,independent-adjudication-bucket-1
can_3e7a8a6735385cae8da4cddbb461132c,per_c8dc8f2b4c1855fd86ac1dfc1b6b65b6,unresolved,low,"The target has confirmed activity in the same represented body, but not a matching office/district occurrence; exact name is insufficient across offices, so the proposal is held.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_3ebad31e03dc59f6940a0cd4455aa291,per_30b56ef985505b0a9974c42454e6ec75,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://www.elections.ca/res/rep/off/ovr2019app/51/data_donnees/pollresults_resultatsbureau35.zip,independent-adjudication-bucket-1
can_3ef7bf25a6055473bcb8b14699dad51d,per_01385977e05c5b489043140a6871ded8,unresolved,medium,"The target has a same-body/same-office result with the same name, but the district differs from this occurrence; results alone cannot establish identity across a changed district, so the proposal is held.",https://results.elections.on.ca/api/report-groups/1/report-outputs/932/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/925/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/930/csv,independent-adjudication-bucket-1
can_3efad6239bf45d15a79535b826b7b71d,per_f582eba5e7c25cb3acb26b03708cbfef,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://www.elections.ca/scripts/OVR2008/31/data/pollresults_resultatsbureau35.zip,independent-adjudication-bucket-1
can_3f6d624758675c29b551058a89e67ffc,per_5b7b8cce36ae58d28c55f058b78d5afa,confirmed,high,"Official result continuity: same body/office, displayed district “Davenport”, and party/affiliation match a confirmed candidacy; no same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_3f7377dd408056238b9d0ddae492b23f,per_ada3fe69f7fa5808978a59bd6fa42259,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_3f7dab904c9c583ea66aa1572577cfe0,per_d66953f6761d568fbf6999bdf05c172d,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_3f88325454715474aa2754f6edcfa2d3,per_1792a797c99c5743a4c1d84fb1f6a399,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_403869c12fe95f30a60bc3ec56861f9f,per_75a82a5ddd195da2bccc289f8513f8d2,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_40478ba79e9f575db3d3a873656c600c,per_26c8bb5191885b0b9444dc194e907fc3,confirmed,high,Official results show the same candidate in the same ontario_legislative_assembly mpp district (Etobicoke—Lakeshore) as the confirmed 2014 occurrence; party/affiliation continuity is consistent and no same-event/name collision was found.,https://results.elections.on.ca/api/report-groups/1/report-outputs/932/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/925/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/930/csv;https://results.elections.on.ca/api/report-groups/2/report-outputs/488/csv;https://results.elections.on.ca/api/report-groups/2/report-outputs/481/csv;https://results.elections.on.ca/api/report-groups/2/report-outputs/486/csv,independent-adjudication-bucket-1
can_409a2a8b910d5a11a24babf9ea29809a,per_b1e037542ccb51439b82c5f1d80907dd,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tcdsb.org/,independent-adjudication-bucket-0
can_414e4f1397a75374821158c4047f4f8c,per_ad7a54487232543985c6c8ddb8260cbe,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_4177a1d4172a55ecbe08f135fb3b48af,per_de71c502bd0c588281ce5fb96c3d8bf6,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_41ebca3f931658f9999599ff8733a128,per_9d0ddac367b553a7a2cefe1ab1ce9256,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tcdsb.org/,independent-adjudication-bucket-0
can_41fa067ba91954a38f2a63ed1a601a23,per_cacdaf09421e5b0e98d0138141449f29,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_424e9723a2aa501a97698ef048a28477,per_4abfc6814553591da65fde24f2822daa,unresolved,medium,"The target has a same-body/same-office result with the same name, but the district differs from this occurrence; results alone cannot establish identity across a changed district, so the proposal is held.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_4254c6df3d1c5d96af5e1920543c99ce,per_8e3161381be553a0a8631ebce050cdaf,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_42cbb498572d51629899abc4090a645e,per_9e71e82620d15666b80af8fdc41646b2,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_42f17569f48c54e9a34339de3809ac68,per_d5c7df4b1d8055cfb543438371ad2b07,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_42f98805c4bf5bf6b1cb45472413dba7,per_3b5c691ecc49595daa1d84a97b6544de,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_4309d6680d8a5d8e9da9b60a0a92ce9b,per_33fb6977b0cc5be2b7681eb0f9385da5,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_432741c28e6c5365b1b5fdae4d00f6ee,per_aa5920025b895fe7a144ad14554592dc,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_435fe9e517d45e3b80dd156db557de84,per_f3c958aa4f5f5509a94c11ad48f91dba,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_43730465ce5151b680e9c905b618c2af,per_de71c502bd0c588281ce5fb96c3d8bf6,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_43e8f1a1fdb5504f9bd7f0249f4759f8,per_64b4963bd07c52f68aa4ed27565d2e10,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_446014dfa14f56e7a4a75af7ab098dc9,per_fb1330040a9f58b2a6e7de8bae16bf3e,confirmed,high,"A fact-checked 2025 candidate profile explicitly identifies the council candidate as the 2022 TCDSB Ward 9 candidate, bridging the offices to the existing Person.",https://thelocal.to/srp2025/,council-batch-2-evidence-review
can_44b1b0bacd9651fcb69478affb54cce5,per_d6acb15f737053038b9f0ea1e0dbc691,confirmed,high,Official results show the same candidate in the same ontario_legislative_assembly mpp district (Davenport) as the confirmed 2003 occurrence; party/affiliation continuity is consistent and no same-event/name collision was found.,https://results.elections.on.ca/api/report-groups/1/report-outputs/932/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/925/csv;https://results.elections.on.ca/api/report-groups/1/report-outputs/930/csv;https://results.elections.on.ca/api/report-groups/5/report-outputs/521/csv;https://results.elections.on.ca/api/report-groups/5/report-outputs/514/csv;https://results.elections.on.ca/api/report-groups/5/report-outputs/519/csv,independent-adjudication-bucket-1
can_44b8ec49d1a45caab718e7dc4fd95db7,per_dcf81aa9f2785dfe91089150ec4ccddc,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-2
can_44fc83800bf55475b694fea79eb3e0d1,per_6ae741fa1fc65281a8b7aea106352cb1,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_450d772a29fb5025ae72afcf2d030b69,per_9cb0ccbff3bd5e5aa8122fef1a77fdcf,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_4520b0522d8e53b49e795bddfd3d9eb3,per_d5c7df4b1d8055cfb543438371ad2b07,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_454887c8eadd58c6a9f0590230c7c23e,per_99e7c7fb654e5a6caf9b4d82439eea03,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_45676c1c51535c65898027fab6b6abd0,per_814faf6d9f0b59c7817614e59dc88eee,unresolved,medium,"The target has a same-body/same-office result with the same name, but the district differs from this occurrence; results alone cannot establish identity across a changed district, so the proposal is held.",https://www.elections.ca/res/rep/off/ovr2021app/53/data_donnees/pollresults_resultatsbureau35.zip,independent-adjudication-bucket-1
can_457a50afc38158a2a80231ae7ad4632d,per_34f86027a4e85065b3f8628892cf286b,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_45abc25c12925c7ba1a005c4c0b10f87,per_b164704c5e2553369da45403e2f7329a,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_46733f134e7052788d0fe7e6b14b41ff,per_c44cdf5cda645b059a05ad1d6ccd697d,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tcdsb.org/,independent-adjudication-bucket-0
can_467ce1971c8b595a88cebb67edda463a,per_1a5bfbdd6d5a5bdd8a98871a2d12da15,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_46caccb6917d5d3e9e94349284e3993b,per_0dc4a5c8fe3251b7927d6f7f417e8f1a,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_47a8eb50a52a5f718c57f22a7a4298b7,per_2ca802ab0bb55224bfa4298f0b12970c,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_47b88d63ece95daa99b75f4401304a4e,per_c44cdf5cda645b059a05ad1d6ccd697d,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_47cf001142fa5deeb0af1686784e4c55,per_093405f4e15257dfb50a2207eccd05cc,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-2
can_480e85c2b3c5544ab31c87b1c4a7ac79,per_9b92574a7f9e510393cfdf8cd7140383,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_481c7e81c965547c9261bd709b768565,per_b50c46c6e53b5293887c79647c07cdda,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-2
can_483da73256965f16a45bb0798aa967d7,per_5d6ccf2244905e79b0fb668d84e2675b,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_4847cf505a755727912650a3e7e2e3b0,per_cf67e953cc5d5813be347c92214ea37d,confirmed,high,"Official result continuity: same body/office, displayed district “Ward 19”, and party/affiliation “non_partisan” match a confirmed candidacy; no same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-2
can_4857592f0aec556c98cce6da1896f0e1,per_df641109865658e58906d26532b72e0f,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://results.elections.on.ca/api/report-groups/48/report-outputs/1096/csv;https://results.elections.on.ca/api/report-groups/48/report-outputs/1089/csv;https://results.elections.on.ca/api/report-groups/48/report-outputs/1094/csv,independent-adjudication-bucket-1
can_486492dc42e95661a5d31c4bc8cef8ff,per_78fd07f017e055fdb6645ef054d4f86a,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_4893f8c2cdae5b2db28073fd456a422a,per_371b5bc9eb45536589fb1d6d13928109,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://www.elections.ca/res/rep/off/ovr_2026/64/data_donnees/pollresults_resultatsbureau35112.csv,independent-adjudication-bucket-1
can_48bf2acf6dd25bc986d30b7f515bc443,per_b35e8e42755855f49dc074cb1b16e178,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-0
can_48f2cb1cc2065e9f96931c6686fdd731,per_abd1b24156dc5a6fb667305c163eece7,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_4904cf2217345185a3d72c6fb1b7dbcd,per_56f12a90f5605d99a70de072b09452a5,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_49478b066d235422b0440723df7f2117,per_76657ce29bbf58dc8e5cfec827657070,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_496fb173cd77524a8f7bd5f6ca71718b,per_00e88da3f4295154a9273797c99df368,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-0
can_4996638a44b75281b3f3f94bdd093ad1,per_9614b37993c0510688787961dc86e1a0,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip,independent-adjudication-bucket-1
can_49a7481280d051cfacce6ae46478b7e6,per_938e95f2cf3a517bbb1e3feeabe58948,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_4a1e59d9176a5f92bbc234e9b8b9c185,per_ff056fc0e23851078243e1be89112c34,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_4a373a62278d55ceb6818a548ac1dd80,per_d01f90666b6f5ca8b9b5505e19248b8e,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_4a949b6ccb3c566ca4462fe3bb806b21,per_791106f36261525dbc579ab6cf45b553,confirmed,high,"Official result continuity: same body/office, displayed district “Etobicoke—Lakeshore”, and party/affiliation “Conservative Party of Canada” match a confirmed candidacy; no same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_4aa199fa294f5662a1a712cddc5b7ada,per_f4920710f55956eab0f9aee1d8410fac,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_4b4d13ab93a95ddeb7ff12670bc0b962,per_4426f79f0e8d5e639aa007a3e6712197,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.tdsb.on.ca/,independent-adjudication-bucket-2
can_4b78499058bb5bb7a70328ec83ab9ef9,per_35ea9f020c565de2a219a14213d94b73,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-2
can_4c4ffea017fe500c8b6ac7ff6b01b13d,per_ea30d05412e5511da4dc09e3abd56452,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_4c6dc532414d5578a6f7dddfe490b9ba,per_75a82a5ddd195da2bccc289f8513f8d2,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_4d3cd20bc79d51d9a6e9774d62fc6503,per_b146470fe4365ec38207d3787b68b315,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-0
can_4f122d8e3c3e5bd69ad24264cdf728ed,per_3bcca97368575b6f819b1259f8c0327c,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://results.elections.on.ca/api/report-groups/3/report-outputs/499/csv;https://results.elections.on.ca/api/report-groups/3/report-outputs/492/csv;https://results.elections.on.ca/api/report-groups/3/report-outputs/497/csv,independent-adjudication-bucket-1
can_4f42705b1b805d5fa62b50b91f6c0ac3,per_47f14ba2b4fa5a8ba1707ce46ec5d6f4,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://results.elections.on.ca/en/publications,independent-adjudication-bucket-0
can_4f82c5cfb1595ed794e9692de2ba3b07,per_0bf581c7815c51f6964d53ddb7b07052,unresolved,low,"The proposed occurrence is supported by an official results record, but the target's confirmed history is in a different body/office context; exact name alone is insufficient for this identity bridge.",https://www.elections.ca/res/rep/off/ovr2021app/53/data_donnees/pollresults_resultatsbureau35.zip,independent-adjudication-bucket-1
can_505ba8fe03b15f489b5f7bf68d7af82e,per_d29d1e556ae8574eb8fd3d8db56ed625,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.toronto.ca/city-government/elections/,independent-adjudication-bucket-2
can_50aee42f5b9b5f9695725c01990c6425,per_3a2fd4dcc9125d67af5b628373f21fcd,confirmed,high,Official results show the same candidate in the same toronto_city_council mayor district (City of Toronto) as the confirmed 2010 occurrence; party/affiliation continuity is consistent and no same-event/name collision was found.,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/elections-official-results,independent-adjudication-bucket-1
can_5105ce5f9d135bac9fc59ef7bd4d4c22,per_cafffa12de5f5870bf7b6e7cc1f7e95d,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_51594ecf09b95c3caecb6e237854a307,per_59a4976fbfdf5049a3d99fd7e06d0fc8,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-0
can_5177cf6a18055fc4acf597d1babf871c,per_c3c1063b1db255be8fddaa0281613c31,unresolved,low,"Official result occurrence is recorded, but no qualifying same-body/office bridge with matching displayed district and party/affiliation was found; exact name alone is insufficient. No same-event/name collision found.",https://www.elections.ca/content.aspx?section=res&dir=rep/off/,independent-adjudication-bucket-2
can_51a876188fdc55e2914ab8fe0062e4e5,per_81ef63522b8f5740b01215b6541b08c7,confirmed,high,Official results show the same candidate in the same toronto_district_school_board trustee district (Ward 22) as the confirmed 2006 occurrence; party/affiliation continuity is consistent and no same-event/name collision was found.,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/6fbfaab0-bb84-442a-8e4b-1c14d4c10d6d/download/2010-results.zip;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3fb1227c-a279-4523-a1aa-f00190ba717f/download/2006-results.zip,independent-adjudication-bucket-1
