curation_key,endorser_key,expected_event_id,election_date,office_type,official_district_id,coverage_state,assessed_through,coverage_basis,evidence_url,verification_report_path,search_certificate_path
cupe_2018_council_bounded_search,cupe_ontario,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2021_w22_council_bounded_search,cupe_ontario,evt_50c15fe55fa753fba75abfada8da3c38,2021-01-15,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2022_council_bounded_search,cupe_ontario,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2023_w20_council_bounded_search,cupe_ontario,evt_ee5715a80b5a532c8b778d94f6b7c9b8,2023-11-30,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2024_w15_council_bounded_search,cupe_ontario,evt_af73d490abf95ffdae38ca2c830e51f4,2024-11-04,councillor,,partially_searched,2026-08-22,Audited exact-entity council search; no complete slate or choice source recovered.,https://cupe.on.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
cupe_2025_w25_shan_choice,cupe_ontario,evt_ca435dada07f5ed9b041b7c3d24de732,2025-09-29,councillor,ward-25,comprehensive_source_found,2026-08-22,Exact first-party council choice recovered.,https://cupe.on.ca/shanforscarborough/,docs/research/endorsement-coverage-terra-verification-hold-recovery.md,docs/research/endorsement-coverage-terra-verification-hold-recovery.md
atu_2003_mayor_bounded_search,atu_local_113,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,mayor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2003_council_bounded_search,atu_local_113,evt_d89f777f34365c37b114ca39fb376591,2003-11-10,councillor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2006_mayor_bounded_search,atu_local_113,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,mayor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2006_council_bounded_search,atu_local_113,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,councillor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2010_mayor_bounded_search,atu_local_113,evt_5a786c1da7ec5e758036205f04351fc5,2010-10-25,mayor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2010_council_bounded_search,atu_local_113,evt_5a786c1da7ec5e758036205f04351fc5,2010-10-25,councillor,,partially_searched,2026-08-22,Archive search logged; no complete slate or choice source recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2014_mayor_bounded_search,atu_local_113,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,mayor,,partially_searched,2026-08-22,Post-poll policy material is not a candidate choice.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2014_council_bounded_search,atu_local_113,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,councillor,,partially_searched,2026-08-22,Post-poll policy material is not a candidate choice.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2016_w02_bounded_search,atu_local_113,evt_552c4874312956ae84afbbc5ee91b0f7,2016-07-25,councillor,,partially_searched,2026-08-22,No qualifying choice recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2017_w42_bounded_search,atu_local_113,evt_b8284a5341635f79babdf7ddc512c2f6,2017-02-13,councillor,,partially_searched,2026-08-22,No qualifying choice recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_mayor_bounded_search,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,mayor,,partially_searched,2026-08-22,No mayoral choice in the recovered council document.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w01_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-1,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w02_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-2,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w03_morley_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-3,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w04_perks_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-4,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w05_olawoye_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-5,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w06_augimeri_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-6,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w07_perruzza_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-7,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w08_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-8,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w09_bailao_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-9,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w10_cressy_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-10,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w11_layton_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-11,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w12_mihevc_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-12,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w13_wong_tam_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-13,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w14_fletcher_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-14,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w15_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-15,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w16_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-16,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w17_carroll_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-17,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w18_tabasi_nejad_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-18,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w19_kellway_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-19,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w20_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-20,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w21_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-21,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w22_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-22,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w23_samuel_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-23,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w24_partial,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-24,partially_searched,2026-08-22,Recovered list is not evidence of a choice in this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2018_w25_shan_choice,atu_local_113,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,ward-25,comprehensive_source_found,2026-08-22,Recovered first-party Local 113 endorsed-candidate list names this contest.,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2021_w22_bounded_search,atu_local_113,evt_50c15fe55fa753fba75abfada8da3c38,2021-01-15,councillor,,partially_searched,2026-08-22,No qualifying choice recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2022_mayor_bounded_search,atu_local_113,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,mayor,,partially_searched,2026-08-22,Existing Council slate is not mayoral evidence.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2024_w15_bounded_search,atu_local_113,evt_af73d490abf95ffdae38ca2c830e51f4,2024-11-04,councillor,,partially_searched,2026-08-22,No qualifying choice recovered.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
atu_2025_w25_bounded_search,atu_local_113,evt_ca435dada07f5ed9b041b7c3d24de732,2025-09-29,councillor,,partially_searched,2026-08-22,No qualifying choice recovered in this pass.,https://wemovetoronto.ca/,docs/research/endorsement-coverage-terra-verification-organizations.md,docs/research/endorsement-coverage-luna-organizations-2003-2025.md
star_2022_council_complete_editorial_set,toronto_star_editorial_board,evt_a52ef78967f05336bdb5d591fd50f122,2022-10-24,councillor,,comprehensive_source_found,2026-08-23,"Three publisher editorials form a bounded Ward 1-25 set: 22 unambiguous choices; Ward 2 and Ward 21 explicitly make no choice; Ward 16 names a two-candidate tough call without a single choice.",https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,docs/research/matt-elliott-2022-endorsement-matrix-audit.md,docs/research/matt-elliott-2022-endorsement-matrix-audit.md
star_2006_council_authenticated_package,toronto_star_editorial_board,evt_159f073fa6f15c23a840651723d3c3af,2006-11-13,councillor,,comprehensive_source_found,2026-08-28,Authenticated two-page Star package accounts for all 44 wards: 41 positive choices and three explicit no-choice wards.,https://www.proquest.com/docview/439101262,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
star_2014_council_authenticated_package,toronto_star_editorial_board,evt_54673fd104ab5ef08eb865e162ac040c,2014-10-27,councillor,,comprehensive_source_found,2026-08-28,Authenticated two-page Star package provides one positive choice in every Ward 1-44.,https://www.proquest.com/docview/1613910148,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
star_2018_council_authenticated_package,toronto_star_editorial_board,evt_e4fe1909276b5fbd91057022b350fff3,2018-10-22,councillor,,comprehensive_source_found,2026-08-28,Authenticated two-page Star package provides one positive choice in every Ward 1-25.,https://www.proquest.com/docview/2119860825,docs/research/endorsement-census-terra-authenticated-verification-2003-2018.md,docs/research/endorsement-census-star-utoronto-proquest-evidence-2026-08-28.md
