decision_id,cohort_id,subject_candidacy_id,prior_candidacy_id,observed_ballot_name,election_date,represented_body,office_type,district_name,decision,identity_bridge,evidence_urls,rationale
trd_12a8b6a1fe71585d969157799872f9ed,toronto-trustee-2026,can_c43ef763892b58168e61705d887e1c97,can_61e6667ef50b5dba81dcabaa323eac00,Preti Ida Li,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 3,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/legdocs/mmis/2023/ca/bgrd/backgroundfile-230612.pdf;https://assets.tcdsb.org/TCDSB/5771356/tcdsb-budget-estimates-report-2025-2026.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip;https://www.elections.on.ca/content/dam/NGW/sitecontent/2022/results/Vote%20Totals%20From%20Official%20Tabulation%20-%20Humber%20River%E2%80%94Black%20Creek%20041.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3ad371de-7c51-45d3-9ea4-0b4efac5fc2b/download/2022-results.zip,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_471fde852b7e5428a9ec3bda1736bc47,toronto-trustee-2026,can_c43ef763892b58168e61705d887e1c97,can_d765e48c4f6a5b399272d9cd2691409a,IDA LI PRETI,2022-06-02,ontario_legislative_assembly,mpp,Humber River—Black Creek,confirm,The Ontario Liberal nomination biography and The Local explicitly identify the Humber River—Black Creek provincial candidate as the incumbent TCDSB trustee.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/legdocs/mmis/2023/ca/bgrd/backgroundfile-230612.pdf;https://assets.tcdsb.org/TCDSB/5771356/tcdsb-budget-estimates-report-2025-2026.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip;https://www.elections.on.ca/content/dam/NGW/sitecontent/2022/results/Vote%20Totals%20From%20Official%20Tabulation%20-%20Humber%20River%E2%80%94Black%20Creek%20041.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3ad371de-7c51-45d3-9ea4-0b4efac5fc2b/download/2022-results.zip;https://ontarioliberal.ca/humber-river-black-creek-nomination/;https://thelocal.to/ward-7-humber-river-black-creek/,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The new party and reputable-news biographies supply the explicit cross-office bridge missing from the earlier reviews."
trd_b329744980935833a0ab1618ab893090,toronto-trustee-2026,can_c43ef763892b58168e61705d887e1c97,can_5c3184d5ed0559e5ba6a449b1196e8dc,Preti Ida Li,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 3,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/legdocs/mmis/2023/ca/bgrd/backgroundfile-230612.pdf;https://assets.tcdsb.org/TCDSB/5771356/tcdsb-budget-estimates-report-2025-2026.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/2fcd5f20-90f5-4dd0-88eb-22e978b9bf89/download/2018-results.zip;https://www.elections.on.ca/content/dam/NGW/sitecontent/2022/results/Vote%20Totals%20From%20Official%20Tabulation%20-%20Humber%20River%E2%80%94Black%20Creek%20041.pdf;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3ad371de-7c51-45d3-9ea4-0b4efac5fc2b/download/2022-results.zip,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_4db5f05e3a7b58ad88a129f8263a6144,toronto-trustee-2026,can_0f374e3c7faf50efad35d99d3ded7c81,can_2238ce79d371576e86872638c5dae209,Axel Arvizu,2022-10-24,toronto_city_council,councillor,Ward 11 — University-Rosedale,hold,The current campaign page does not state the 2022 council history and no archived contact bridge was found.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://canada-info.ca/en/toronto-votes-2022-entrepreneur-axel-arvizu-joins-the-ward-11-race/;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://axelarvizu5.wixsite.com/axelarvizu,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The 2022 result and CJRU biography remain verified, but the new pass found no qualifying bridge to the 2026 candidate."
trd_9a6b4eb482925aa696cbef7a52590561,toronto-trustee-2026,can_ebe410d080165a28b82f117b6af06140,can_79d8d5cb8dae562eb7600a786290d421,Adam Golding,2022-10-24,toronto_city_council,councillor,Ward 11 — University-Rosedale,confirm,The current City filing and 2025 questionnaire share Golding's domain and email; the questionnaire explicitly calls Ward 11 his first council run.,https://nsscouncil.com/wp-content/uploads/2025/01/Adam-Golding-Responses.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.elections.ca/Scripts/vis/PastResults?ED=35112&EV=99&EV_TYPE=6&L=e&MAPID=35052&PAGEID=28&QID=-1,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: Shared candidate-controlled identifiers bridge the certified filer to the questionnaire and its explicit claim of the 2022 occurrence."
trd_6340354c5c555d1788de7c433a87ac3d,toronto-trustee-2026,can_ebe410d080165a28b82f117b6af06140,can_ecef6b05aa3f5e97a46a1c8b2dc85b29,Adam Golding,2025-03-03,toronto_district_school_board,trustee,Ward 11,confirm,The official current filing and the dated 2025 trustee questionnaire use the same adamgolding.ca domain and campaign email.,https://nsscouncil.com/wp-content/uploads/2025/01/Adam-Golding-Responses.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.elections.ca/Scripts/vis/PastResults?ED=35112&EV=99&EV_TYPE=6&L=e&MAPID=35052&PAGEID=28&QID=-1;https://adamgolding.ca/,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The stable candidate-controlled contact identifiers directly connect the 2025 by-election candidate to the certified 2026 filer."
trd_06ef77177dc75313b50dff122d4f74cb,toronto-trustee-2026,can_ebe410d080165a28b82f117b6af06140,can_695eb83e3d4450eba058d5e27bd73534,Adam Golding,2025-04-28,canada_house_of_commons,mp,University—Rosedale,confirm,The City-attributed current domain identifies Golding as a University-Rosedale politician and federal sources connect that political identity and teaching occupation to the 2025 result.,https://nsscouncil.com/wp-content/uploads/2025/01/Adam-Golding-Responses.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.elections.ca/Scripts/vis/PastResults?ED=35112&EV=99&EV_TYPE=6&L=e&MAPID=35052&PAGEID=28&QID=-1;https://adamgolding.ca/;https://en.wikipedia.org/wiki/By-elections_to_the_45th_Canadian_Parliament,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The candidate-controlled domain corroborated by the official City filing and federal sources supplies a qualifying bridge rather than a social-profile-only match."
trd_8557d7e8d3a455acaed38aeea528d745,toronto-trustee-2026,can_eaaf331141da5743a5e9fe87cbfc73e4,can_998cf49045ae5ab0af548bbf85bc0586,Deborah Williams,2022-10-24,toronto_district_school_board,trustee,Ward 10,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.tdsb.on.ca/About-Us/Strategy-Planning/Search-All-Reviews/id/179;https://tdsbwwwtst.tdsb.on.ca/Find-your/Schools/schno/5271;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_4a42779bc2525d1eb49f962fbc1b150a,toronto-trustee-2026,can_e51ffe35a51f5794b51c81ab5ad77cbc,can_e92d7a7ea70155f3aed30b95bce0a393,Teresa Lubinski,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-4-parkdale-high-park-etobicoke-lakeshore;https://assets.tcdsb.org/TCDSB/5860387/ward-4-june-2025-newsletter.pdf;https://assets.tcdsb.org/nurturingourcatholiccommunity/2376050/faith-talk-digital-scrapbook.pdf;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_a35c5453dd63563092d95df765a41abe,toronto-trustee-2026,can_e51ffe35a51f5794b51c81ab5ad77cbc,can_ad899be19f1b5edda69a263eabc60032,Teresa Lubinski,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 4,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-4-parkdale-high-park-etobicoke-lakeshore;https://assets.tcdsb.org/TCDSB/5860387/ward-4-june-2025-newsletter.pdf;https://assets.tcdsb.org/nurturingourcatholiccommunity/2376050/faith-talk-digital-scrapbook.pdf;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_baf28bf1fb735211b1dd2dd024a46348,toronto-trustee-2026,can_607efb391571594e977ad02672037327,can_35cdc6b5a9e454dc8309a7593078020c,Darren Frake,2022-10-24,toronto_district_school_board,trustee,Ward 20,hold,Only an unaffiliated directory explicitly matches the 2022 result to the 2026 entry.,https://thelocal.to/ward-22-scarborough-agincourt/;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/96d35404-44d9-49d8-95bb-fb1e5489240d/resource/3ad371de-7c51-45d3-9ea4-0b4efac5fc2b/download/2022-results.zip,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The official result and 2022 principal biography are preserved, but Sol found no qualifying candidate-controlled, official, institutional, or reputable-news bridge to 2026."
trd_3829b102c96250aa8d65085af9ee072c,toronto-trustee-2026,can_5b869f11c2e7501e8360fe5110cb4c1e,can_9f0db0a8b2ec58159a917552d59e33ca,Gary Mcbean,2014-10-27,toronto_city_council,mayor,City of Toronto,hold,No biography or archived campaign source links the mayoral and trustee candidates.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: Sol found no qualifying bridge beyond the uncommon exact name; the twelve-year cross-office gap remains unresolved."
trd_27c4abab60835c09875826343c8bd5b8,toronto-trustee-2026,can_c9f5d329538656ab8517f5c70c4b6939,can_ebc1a28a03dd5e76b43d36e8285a9be1,Anu Sriskandarajah,2018-10-22,toronto_district_school_board,trustee,Ward 22,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://tdsbwwwtst.tdsb.on.ca/Portals/0/docs/Trustees_2018-2022.pdf;https://secure.toronto.ca/pa/member/5735.do;https://pub-tdsb.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=fa9fe8e1-78d3-4b34-bd73-79c77e90b923&lang=English;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.toronto.ca/wp-content/uploads/2025/09/97f1-Declaration-of-Results-Councillor-Ward-25-By-election.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_1dc277945f6d5646af6b2b9ea4421c58,toronto-trustee-2026,can_c9f5d329538656ab8517f5c70c4b6939,can_541a4a3ffff1502ca1432322205bed36,Anu Sriskandarajah,2022-10-24,toronto_district_school_board,trustee,Ward 22,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://tdsbwwwtst.tdsb.on.ca/Portals/0/docs/Trustees_2018-2022.pdf;https://secure.toronto.ca/pa/member/5735.do;https://pub-tdsb.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=fa9fe8e1-78d3-4b34-bd73-79c77e90b923&lang=English;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.toronto.ca/wp-content/uploads/2025/09/97f1-Declaration-of-Results-Councillor-Ward-25-By-election.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_498104f5b4b55c10bfbb0736a6e23811,toronto-trustee-2026,can_c9f5d329538656ab8517f5c70c4b6939,can_77360db1d61055b1862abdad17f5e03c,Anu Sriskandarajah,2025-09-29,toronto_city_council,councillor,Ward 25 — Scarborough-Rouge Park,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://tdsbwwwtst.tdsb.on.ca/Portals/0/docs/Trustees_2018-2022.pdf;https://secure.toronto.ca/pa/member/5735.do;https://pub-tdsb.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=fa9fe8e1-78d3-4b34-bd73-79c77e90b923&lang=English;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://elections.ontarioschooltrustees.org/2022Election/Query.aspx?board=Toronto+District+School+Board&lang=en;https://www.toronto.ca/wp-content/uploads/2025/09/97f1-Declaration-of-Results-Councillor-Ward-25-By-election.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_9fcb11b159685fc994a4f827c924e327,toronto-trustee-2026,can_50bb1753ca4b578ca50b7ae0fc5a3cb1,can_2b662dfcd78d5c699d9712ef34354e66,Sherri-Anne Williams,2014-10-27,toronto_city_council,councillor,Ward 42,hold,No source states that Sherri Williams used Sherri-Anne Williams on the 2014 ballot.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://circlelandtrust.ca/ourteam/;https://www.toronto.ca/wp-content/uploads/2017/08/9059-election-2014-clerksofficialdeclarationofresults.pdf,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The current community biography and official 2014 result remain separate; no qualifying bridge resolving the middle-name difference was found."
trd_36de8aabbfe453148f0b021a6ac7e806,toronto-trustee-2026,can_d1935130d0db55959dd7c5c1988ba9b3,can_b9b948ae125554339de7357ab435f00d,Alexis Dawson,2022-10-24,toronto_district_school_board,trustee,Ward 9,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tdsb.on.ca/About-Us/Strategy-Planning/Search-All-Reviews/id/154;https://pub-tdsb.escribemeetings.com/FileStream.ashx?DocumentId=19358;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_3e36528c6da5541db89df4e9083d32bb,toronto-trustee-2026,can_d6ebf240b3f35a67acc9e1ffc80d4ddf,can_7752ea624d635ba183ddb3d3df71652e,Andrew Waters,2010-10-25,toronto_district_school_board,trustee,Ward 9,hold,Later TDSB and Ward 9 activity is compatible but no source says the certified 2026 candidate was the 2010 Ward 9 candidate.,https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.tdsb.on.ca/Portals/0/CommitteesMeetings/47414/2025-12-16/PIAC%20Membership%20WG%20Report%202025.12.16%20EA.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: No qualifying bridge was found for the 2010 occurrence; name and later community activity are insufficient."
trd_2d62cb05309c5b59ac4878148e05a66d,toronto-trustee-2026,can_d6ebf240b3f35a67acc9e1ffc80d4ddf,can_196ef149d4b55aa390997a641054fea2,Andrew Waters,2025-03-03,toronto_district_school_board,trustee,Ward 11,confirm,The official 2026 filing and the 2025 candidate questionnaire share andrewwaters.ca and candidate@andrewwaters.ca.,https://www.tdsb.on.ca/Leadership/Agendas-Minutes-Decisions/Type/M/Year/2025?Filename=250416.pdf;https://www.tdsb.on.ca/Portals/0/CommitteesMeetings/47414/2025-12-16/PIAC%20Membership%20WG%20Report%202025.12.16%20EA.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2017/08/9783-election-2010-clerksofficialdeclaration.pdf;https://www.andrewwaters.ca/;https://nsscouncil.com/wp-content/uploads/2025/02/NSSC-Questions-Andrew-Waters.pdf,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The stable candidate-controlled domain and email directly connect the certified filer to the official 2025 by-election occurrence."
trd_e60ca6fe50f45bc790e5cb9df3df46b5,toronto-trustee-2026,can_d4ab584a9bbd5256acfef42edaf29d1e,can_c37933fd477b5629ad64460e91bbbef5,Gianfranco Cristiano,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 5,hold,The Local explicitly joins the 2018 and 2022 historical campaigns but no source links that historical person to the 2026 filing.,https://www.gianfrancocristiano.com/;https://www.labourcouncil.ca/2022-municipal-election/;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://thelocal.to/ward-6-york-centre/;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: No qualifying bridge was found from the established historical chain to the certified 2026 candidate."
trd_4d414595d60d594e9d72212677350d90,toronto-trustee-2026,can_d4ab584a9bbd5256acfef42edaf29d1e,can_64ed3984473f53eab04717cd9ff09d7e,Gianfranco Cristiano,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 5,hold,The campaign and Labour sources establish the 2022 occurrence but no source links that historical person to the 2026 filing.,https://www.gianfrancocristiano.com/;https://www.labourcouncil.ca/2022-municipal-election/;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: No qualifying bridge was found from the established historical chain to the certified 2026 candidate."
trd_bf1e350ff68258239a0ff74972f8f048,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_6174f0edf53857cfa038bb7cd77d9ab4,Maria Rizzo,2003-11-10,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_5c3836dce32952a7912818b59bda9c7b,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_da4dfb33dd805a20a24c29da67639008,Maria Rizzo,2006-11-13,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_754d436bd9f55e428a242017da9879e2,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_a8f58a0dbfcd5094841787f63d4029fe,Maria Rizzo,2010-10-25,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_0eee4876d2b15db5b9eb306ba08c2d88,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_fff1d15b3b6c55bc80ba31df065a86a3,Maria Rizzo,2014-10-27,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_8d30f2e0d40a5239923a8164f6c307dc,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_d7a1c3e6049f5ddf9d210c0a209eabf0,Maria Rizzo,2018-10-22,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_3c56b931e89a5bb0a35db1951e3b6b9c,toronto-trustee-2026,can_bcfeb2fa3b35551290bbd95e4de965b1,can_7d3ab8fc934c55baaafe77f9832d48a1,Maria Rizzo,2022-10-24,toronto_catholic_district_school_board,trustee,Ward 5,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://www.tcdsb.org/page/ward-5-north-york;https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/city-government/elections/election-results-reports/election-results/general-election-results/,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
trd_681f9e34c3b1522e98a2b44118004673,toronto-trustee-2026,can_87691f4eaa3b5fad89bc09b6719b79e5,can_04e8be326c9e5e3c81eb1488c6321d64,Christopher Mammoliti,2018-10-22,toronto_district_school_board,trustee,Ward 4,confirm,The candidate-controlled 2026 Ward 9 biography explicitly says Mammoliti previously served as TDSB trustee and vice-chair.,https://emeryvillagevoice.ca/Meet-Your-Ward-7-Humber-River---Black-Creek-2022-election-candidates;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.mammolitifortrustee.ca/;https://www.senecapolytechnic.ca/pathways/successbeyond/christopher-mammoliti.html,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The current campaign directly claims the former trustee service and repeats distinctive Seneca and public-service biography corroborated by institutional and official records."
trd_e37bfe3f85ee5fedb58e6f30e4ad0e33,toronto-trustee-2026,can_87691f4eaa3b5fad89bc09b6719b79e5,can_910c3031a66e5d91978ea8cb4b25fd15,Christopher Mammoliti,2022-10-24,toronto_city_council,councillor,Ward 7 — Humber River-Black Creek,confirm,CityNews identifies the 2022 council candidate as the same four-year TDSB trustee and former vice-chair described by the current campaign.,https://emeryvillagevoice.ca/Meet-Your-Ward-7-Humber-River---Black-Creek-2022-election-candidates;https://www.toronto.ca/wp-content/uploads/2018/10/97da-2018clerksofficialdeclarationofresults.pdf;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://www.mammolitifortrustee.ca/;https://toronto.citynews.ca/2022/08/09/mammoliti-son-toronto-council/,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The current campaign bridges to the trustee identity and contemporaneous reputable reporting bridges that same trustee identity to the 2022 council occurrence."
trd_04f9d9bd3469510e90f3f01c71c76883,toronto-trustee-2026,can_225459bb53e25835a16c1731cd216699,can_1250114a2cf25726899b619d8c88eadb,Bill Wu,2022-10-24,toronto_city_council,councillor,Ward 22 — Scarborough-Agincourt,hold,Only an unofficial directory asserts the 2022-to-2026 identity connection.,https://www.toronto.ca/data/elections/candidate_list/trusteeCandidates_2026.json;https://www.toronto.ca/wp-content/uploads/2022/10/9085-FinalDeclaration-of-Results-for-the-2022-Toronto-Municipal-Election.pdf;https://thelocal.to/ward-22-scarborough-agincourt/;https://toronto-candidates.netlify.app/candidate/bill-wu/,"The independent Terra conclusion controls after checking the Luna lead, available evidence, and collision risks. Sol third-pass review: The official result and The Local's 2022 biography are preserved, but the new pass found no qualifying current-to-prior bridge."
trd_269e871946675f66baa58f057f49feeb,toronto-trustee-2026,can_b400c405df765e08a0a6a8644aaa701d,can_ed88fc23b9425ac99ca0b853af838db9,Sonny Yeung,2003-11-10,toronto_city_council,councillor,Ward 41,confirm,Terra independently verified that this canonical occurrence belongs to the certified candidate.,https://frightlibrary.org/sonny2022/sonny/sonnyindex.htm;https://elections.ontarioschooltrustees.org/ResourceToolKit/2018Election/Query.aspx?board=Toronto+District+School+Board&lang=en,The independent Terra conclusion confirms the occurrence after checking the Luna evidence and collision risks.
