cohort_id,subject_candidacy_id,certified_name,certified_name_raw,represented_body,official_district_id,contest_id,source_order,current_person_id,proposed_target_person_id,source_release,source_commit
toronto-trustee-2026,can_0c6cc096ee3759faa4245e67c2840b10,Carla Allen,"Allen, Carla",toronto_catholic_district_school_board,8,con_c572dabfb348595d8f911d4309942ea0,1,per_1be729a2160d5ceb932abd9e018e84ab,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_f01007545e60587691515c07e4a903e8,Mary Cury Paul,"Paul, Mary Cury",toronto_catholic_district_school_board,8,con_c572dabfb348595d8f911d4309942ea0,2,per_242bd8208a9b5a4283ef2d25887be876,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_16a76ce95d88555e9f4c4fe393854af1,Garry Tanuan,"Tanuan, Garry",toronto_catholic_district_school_board,8,con_c572dabfb348595d8f911d4309942ea0,3,,per_c6100ed1c5a25fcdaa2206d06b752405,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_4014990417345d95a6017de5bcd2c6e1,Ivanna Andrusyak,"Andrusyak, Ivanna",toronto_district_school_board,4,con_f0150643a3f35151ac2d275530ade22d,1,per_4a219d9d060c55239f5214d48bf24b47,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_752ab998917e5fa1b787e159beed8dc3,Brandon Choi,"Choi, Brandon",toronto_district_school_board,4,con_f0150643a3f35151ac2d275530ade22d,2,per_0572394a8ce55529a77a1ae64ff08a08,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_5a2aca85c3f35652ac94534b8180ca30,Anthony Delpero,"Delpero, Anthony",toronto_district_school_board,4,con_f0150643a3f35151ac2d275530ade22d,3,per_ef5ab565cd045d839b596a4233507a6b,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_907c9762c2315f14a14ef10fa5bc0950,Weidong Pei,"Pei, Weidong",toronto_district_school_board,4,con_f0150643a3f35151ac2d275530ade22d,4,,per_3d1e2ef403175c77b058926a66557587,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_2ad9fa52dee954d4a11c8e3bdbbbb5d7,Nancy Crawford,"Crawford, Nancy",toronto_catholic_district_school_board,12,con_a0c75724ff3052bfbb5ac028e958dab0,1,,per_9d4819cd2db25de88900ee46712abd36,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_efde46a33f0b56afa02321b17910321a,Elina Feyginberg,"Feyginberg, Elina",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,1,per_f7f62338295b5d4192ad4903efd4c22b,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_8fcf4a8990375683ba8d7255bdf4328e,Andrene Gregory,"Gregory, Andrene",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,2,per_4b0f62673a9c5380ab3f1b42fac333cf,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_a9f750bd470c5703b5be465e2dbc65fe,David Gulyas,"Gulyas, David",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,3,,per_7fc7f3792f7654e3a4087b71e42e3308,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_bc5bceaa50ee5a4fab8b14f50f41450f,Jared Kolb,"Kolb, Jared",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,4,per_ca9fe1534a505fcf9f279b33031cb748,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_a89be4d40dfb52bf86ec3f81bf39741a,Maureen Larkin,"Larkin, Maureen",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,5,per_471a0e894f825f4dac5106f3a2e7de78,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_0223966eed3453f8a109f60a720eb111,Andrew Massey,"Massey, Andrew",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,6,,per_35aa0facc1595a859fd2e13b969ad839,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_5d2f89362ab7548b817c10597e7bff66,Gus Stefanis,"Stefanis, Gus",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,7,,per_3f095562f28f555ea613e1e63d7436af,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_b2f8da7a927653cba9608bfeb72f3296,Janine Viret,"Viret, Janine",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,8,per_2b36e8c321ca5efb8cc5b666e8f6af11,,results-2026-08-27.1,ba5a660
toronto-trustee-2026,can_e9e640f8a9925817add41bb96547bd63,Jennifer Volk,"Volk, Jennifer",toronto_district_school_board,5,con_9a013150115b54df9d44170dd0a3f2bf,9,per_fa5d1958983751a991c306efcfc75f15,,results-2026-08-27.1,ba5a660
