curation_key,endorser_key,expected_contest_id,expected_candidacy_id,election_date,office_type,official_district_id,expected_candidate_name,asserted_candidate_name,review_state,endorsement_kind,announcement_date,date_precision,source_type,source_url,secondary_source_url
sun_2023_mayor_saunders,toronto_sun_editorial_board,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_b0b70cf1154d5e858ffac38014484f05,2023-06-26,mayor,city,Mark Saunders,Mark Saunders,confirmed,editorial_choice,2023-06-22,day,editorial_with_contemporaneous_direct_attribution,https://torontosun.com/opinion/editorials/editorial-mark-saunders-will-have-your-back,https://tnc.news/2023/06/25/malcolm-endorses-furey-toronto/
cupe_2010_mayor_pantalone,cupe_ontario,con_099fbf24dd655a0e8b1720fbe2215a6a,can_d37ad909fb1c5173be971d0fb7fa193a,2010-10-25,mayor,city,Joe Pantalone,Joe Pantalone,confirmed,endorsement,2010-10-19,day,first_party_release,https://cupe.on.ca/archivedoc1288/,
cupe_2023_mayor_chow,cupe_ontario,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_ffd12261189f582d95b5d8495efc720d,2023-06-26,mayor,city,Olivia Chow,Olivia Chow,confirmed,endorsement,2023-05-25,day,first_party_joint_release,https://cupe.on.ca/public-and-private-sector-union-leaders-endorse-olivia-chow-for-mayor-of-toronto/,https://opseu.org/en/news/public-and-private-sector-union-leaders-endorse-olivia-chow-for-mayor-of-toronto/193565/
cupe_2025_w25_shan,cupe_ontario,con_c8883aeeac29529eada91aebc451242b,can_2a0745629be0507080db6d72f4a6719b,2025-09-29,councillor,ward-25,Neethan Shan,Neethan Shan,confirmed,endorsement,2025-09-15,day,first_party_campaign,https://cupe.on.ca/shanforscarborough/,
ett_2014_mayor_chow,ett,con_9250eb2b2609550597520e68352ac56a,can_f8596729724057669c4cc01eef5fc959,2014-10-27,mayor,city,Olivia Chow,Olivia Chow,confirmed,endorsement,2014-10-21,day,reputable_contemporaneous_attribution,https://toronto.citynews.ca/2014/10/21/elementary-teachers-of-toronto-union-endorses-olivia-chow/,
ett_2018_mayor_keesmaat,ett,con_b93d69f083ed511ab264f38cc1d8b94c,can_2e7f514d475f51b687e3b907ae3b0fad,2018-10-22,mayor,city,Jennifer Keesmaat,Jennifer Keesmaat,confirmed,endorsement,2018-10-11,day,first_party_social_post_preserved_by_contemporaneous_index,https://twitter.com/ElemTeachersTO/status/1050461558801920000,https://en.wikipedia.org/wiki/2018_Toronto_mayoral_election
ett_2021_w22_wong,ett,con_53468b4ee3c7510aba4d708f584951a9,can_f9f7d971b99c52cf9a48edf7b1dd38ba,2021-01-15,councillor,ward-22,Manna Wong,Manna Wong,confirmed,endorsement,2020-11-26,day,first_party_release,https://ett.ca/ett-endorses-manna-wong-in-scarborough-agincourt-city-council-by-election/,
ett_2023_mayor_chow,ett,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_ffd12261189f582d95b5d8495efc720d,2023-06-26,mayor,city,Olivia Chow,Olivia Chow,confirmed,endorsement,2023-05-25,day,first_party_joint_release,https://opseu.org/en/news/public-and-private-sector-union-leaders-endorse-olivia-chow-for-mayor-of-toronto/193565/,
progress_2022_w01_ozzoude,progress_toronto,con_0d314382ba1a5d62b399c1eefc717cc1,can_4bf69fdd28d25a3cafce07961bdc56ea,2022-10-24,councillor,ward-1,Charles Ozzoude,Charles Ozzoude,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w03_morley,progress_toronto,con_bcc3da3d377f5fd3bb1d8a0c3ad7160b,can_65ba2cff1113567da004dd917ba8ef28,2022-10-24,councillor,ward-3,Amber Morley,Amber Morley,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w05_padovani,progress_toronto,con_52f50431db92559f8d4391fb2e932f16,can_6c6ffe1b743357a5b7e74c8e511ea2d9,2022-10-24,councillor,ward-5,Chiara Padovani,Chiara Padovani,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w09_bravo,progress_toronto,con_6821258c9f7f598e829c8617b8765c25,can_73ec5ac31ba8585b9b52e77fce07bc31,2022-10-24,councillor,ward-9,Alejandra Bravo,Alejandra Bravo,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w10_malik,progress_toronto,con_c44af6fcb9ff527e8974217b3d633af1,can_45aad11df89c511b88aed431e1b1be4e,2022-10-24,councillor,ward-10,Ausma Malik,Ausma Malik,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w11_di_pasquale,progress_toronto,con_037ae72c455f558590ca04bc929df4cb,can_cc7dfd8b06db51e592901dc4b159ca78,2022-10-24,councillor,ward-11,Norm Di Pasquale,Norm Di Pasquale,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w13_moise,progress_toronto,con_9476d4c41a7d5fa48b97b47e28f9305d,can_4b78f4587dab5e69b879563516563791,2022-10-24,councillor,ward-13,Chris Moise,Chris Moise,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w20_rupasinghe,progress_toronto,con_9e0a04dcf1245155b6f1fd50c6a83e99,can_0c187005e2eb558c9e79766553461816,2022-10-24,councillor,ward-20,Kevin Rupasinghe,Kevin Rupasinghe,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2022_w23_myers,progress_toronto,con_c686b3ad3bd059d78db8cc44229817a0,can_19bbe15fc35c514cab23e1672f721659,2022-10-24,councillor,ward-23,Jamaal Myers,Jamaal Myers,confirmed,progressive_champion,2022-09-22,day,first_party_campaign_with_contemporaneous_slate_attribution,https://www.progresstoronto.ca/updates/2022/9/22/progressive-champions,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/
progress_2018_w03_morley,progress_toronto,con_612115bf42b450d3aeb63bb430d3aec9,can_a4e55da62ed2509cb497ad0bfd65c11f,2018-10-22,councillor,ward-3,Amber Morley,Amber Morley,confirmed,endorsement,2018-10-04,day,first_party_campaign,https://www.progresstoronto.ca/updates/2018/11/7/campaign-action-plan,
progress_2021_w22_wong,progress_toronto,con_53468b4ee3c7510aba4d708f584951a9,can_f9f7d971b99c52cf9a48edf7b1dd38ba,2021-01-15,councillor,ward-22,Manna Wong,Manna Wong,confirmed,progressive_champion,2020-12-15,day,first_party_campaign,https://www.progresstoronto.ca/updates/2020/12/15/by-election-update-manna-wong-is-our-progressive-champion,https://www.progresstoronto.ca/byelection-volunteer
progress_2023_mayor_chow,progress_toronto,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_ffd12261189f582d95b5d8495efc720d,2023-06-26,mayor,city,Olivia Chow,Olivia Chow,confirmed,progressive_champion,2023-05-10,day,first_party_release,https://www.progresstoronto.ca/media-release-may10-progressive-mayoral-champions,
progress_2025_w25_shan,progress_toronto,con_c8883aeeac29529eada91aebc451242b,can_2a0745629be0507080db6d72f4a6719b,2025-09-29,councillor,ward-25,Neethan Shan,Neethan Shan,confirmed,endorsement,2025-09-04,day,first_party_release,https://www.progresstoronto.ca/media-release-sept-4-2025,
atu_2022_w03_morley,atu_local_113,con_bcc3da3d377f5fd3bb1d8a0c3ad7160b,can_65ba2cff1113567da004dd917ba8ef28,2022-10-24,councillor,ward-3,Amber Morley,Amber Morley,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w04_perks,atu_local_113,con_2c0ca30fc75e51a3acf50c4693b1cc1b,can_5d3cda342f5d5ce9a7bcb18578d4c2b7,2022-10-24,councillor,ward-4,Gord Perks,Gord Perks,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w05_padovani,atu_local_113,con_52f50431db92559f8d4391fb2e932f16,can_6c6ffe1b743357a5b7e74c8e511ea2d9,2022-10-24,councillor,ward-5,Chiara Padovani,Chiara Padovani,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w07_perruzza,atu_local_113,con_43f8a49a6b095ee8a38c2a1aa0477382,can_75961c4df15e5d8c85f6a63ffa59f246,2022-10-24,councillor,ward-7,Anthony Perruzza,Anthony Perruzza,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w09_bravo,atu_local_113,con_6821258c9f7f598e829c8617b8765c25,can_73ec5ac31ba8585b9b52e77fce07bc31,2022-10-24,councillor,ward-9,Alejandra Bravo,Alejandra Bravo,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w10_malik,atu_local_113,con_c44af6fcb9ff527e8974217b3d633af1,can_45aad11df89c511b88aed431e1b1be4e,2022-10-24,councillor,ward-10,Ausma Malik,Ausma Malik,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w17_carroll,atu_local_113,con_a548943febc15683bb34e547001ee6e7,can_ce7185de10085eaaaedc1b064810f59d,2022-10-24,councillor,ward-17,Shelley Carroll,Shelley Carroll,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w20_rupasinghe,atu_local_113,con_9e0a04dcf1245155b6f1fd50c6a83e99,can_0c187005e2eb558c9e79766553461816,2022-10-24,councillor,ward-20,Kevin Rupasinghe,Kevin Rupasinghe,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w22_mantas,atu_local_113,con_db6acf978ec15e2c9ac0230649ef0609,can_933ed8a454ba5127a1f53e6f4b508546,2022-10-24,councillor,ward-22,Nick Mantas,Nick Mantas,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2022_w23_myers,atu_local_113,con_c686b3ad3bd059d78db8cc44229817a0,can_19bbe15fc35c514cab23e1672f721659,2022-10-24,councillor,ward-23,Jamaal Myers,Jamaal Myers,confirmed,endorsement,2022-10-06,day,first_party_slate,https://wemovetoronto.ca/atu-local-113-endorses-candidates-for-the-2022-ontario-municipal-election/,https://wemovetoronto.ca/wp-content/uploads/2022/10/ATU_MunicipalElection2022_Poster-scaled-1.jpg
atu_2023_mayor_chow,atu_local_113,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_ffd12261189f582d95b5d8495efc720d,2023-06-26,mayor,city,Olivia Chow,Olivia Chow,confirmed,endorsement,2023-05-26,day,first_party_social_post_with_first_party_corroboration,https://twitter.com/ATUlocal113/status/1662098247563849728,https://www.atu.org/media/in-transit/july-august-september-2023/local-113-gets-out-the-vote-to-elect-olivia-chow-mayor-of-toronto
atu_2023_w20_rupasinghe,atu_local_113,con_eccf9644aa2c598fa731d009a96fcf64,can_710ea99956e75b6eb5ad0484b38a1172,2023-11-30,councillor,ward-20,Kevin Rupasinghe,Kevin Rupasinghe,confirmed,endorsement,2023-11-14,day,first_party_release,https://wemovetoronto.ca/atu-local-113-endorses-kevin-rupasinghe-for-scarborough-southwest/,
atu_2018_w03_morley,atu_local_113,con_612115bf42b450d3aeb63bb430d3aec9,can_a4e55da62ed2509cb497ad0bfd65c11f,2018-10-22,councillor,ward-3,Amber Morley,Amber Morley,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w04_perks,atu_local_113,con_f961284da53f5a38ba3a20e7e998ef4f,can_f016d26c42dc5073b6e91d974223d0a7,2018-10-22,councillor,ward-4,Gord Perks,Gord Perks,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w05_olawoye,atu_local_113,con_ac347f98e5715159b3adecf8debcbde8,can_467ce1971c8b595a88cebb67edda463a,2018-10-22,councillor,ward-5,Lekan Olawoye,Lekan Olawoye,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w06_augimeri,atu_local_113,con_849867f583195ad38c77941612883bd9,can_4eec1f4fc03c5c2192fa031a86b3420d,2018-10-22,councillor,ward-6,Maria Augimeri,Maria Augimeri,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w07_perruzza,atu_local_113,con_990816d2030b592787bdf4a19382627f,can_6dfeac63c0665cf483c6ac6a4934541e,2018-10-22,councillor,ward-7,Anthony Perruzza,Anthony Perruzza,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w09_bailao,atu_local_113,con_55f5230db0d85c499ce7cea0ce379f5f,can_a9d93ea575e9511aad1985615dbd47f9,2018-10-22,councillor,ward-9,Ana Bailão,Ana Bailão,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w10_cressy,atu_local_113,con_2865d31031005dd897904c3f07e4d039,can_c17e828fbf045e0087095cfa28321105,2018-10-22,councillor,ward-10,Joe Cressy,Joe Cressy,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w11_layton,atu_local_113,con_810611751acb5e86ab30b3277e7e6dad,can_aa928563d472570d901401bff637b922,2018-10-22,councillor,ward-11,Mike Layton,Michael Layton,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w12_mihevc,atu_local_113,con_8b4a03ef5a3c55c4ab20662c886b31a7,can_daba066aa91d57bb8ac1116dacf2f2bc,2018-10-22,councillor,ward-12,Joe Mihevc,Joe Mihevc,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w13_wong_tam,atu_local_113,con_3a43982e2a0450b2a3f4c5241f6965d8,can_c370bbf8fd765d9694fd4f089ba3d462,2018-10-22,councillor,ward-13,Kristyn Wong-Tam,Kristyn Wong-Tam,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w14_fletcher,atu_local_113,con_1b8d99f619f758efb737805a20bcf6fb,can_d7591ea7a10b549e97f6a6ec33e194d6,2018-10-22,councillor,ward-14,Paula Fletcher,Paula Fletcher,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w17_carroll,atu_local_113,con_7a4043e26d4256e78ee3861fb81e718a,can_577ddf8125b85bf18e731f150dca4600,2018-10-22,councillor,ward-17,Shelley Carroll,Shelley Carroll,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w18_tabasi_nejad,atu_local_113,con_4def6d4e85f85950babb9030e4eae0cb,can_bd1df746d51c51459c672d68456dc7e6,2018-10-22,councillor,ward-18,Nejad Saman Tabasi,Saman Tabasinejad,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,https://secure.toronto.ca/EFD/jsf/candidate2018/candidate_campaign_status.xhtml?campaign=15
atu_2018_w19_kellway,atu_local_113,con_45eb3e143f1b5492b4652498c957ed6b,can_8702c409b44c56869788d0fcb7ee8999,2018-10-22,councillor,ward-19,Matthew Kellway,Matthew Kellway,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w23_samuel,atu_local_113,con_c85783d7c9a4550bae21b8e14f2ff992,can_cd24b1b0a226537e8e6a4cc6ad03981a,2018-10-22,councillor,ward-23,Felicia Samuel,Felicia Samuel,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
atu_2018_w25_shan,atu_local_113,con_eeda9883ca2d57148405d41f7f5a80a4,can_8fba857b4440581999ddfd32c59ec62f,2018-10-22,councillor,ward-25,Neethan Shan,Neethan Shan,confirmed,endorsement,2018-10-01,month,first_party_slate,https://wemovetoronto.ca/wp-content/uploads/2018/10/ATU-Local-113_Endorsed-Candidates.pdf,
miller_2010_mayor_pantalone,david_miller,con_099fbf24dd655a0e8b1720fbe2215a6a,can_d37ad909fb1c5173be971d0fb7fa193a,2010-10-25,mayor,city,Joe Pantalone,Joe Pantalone,confirmed,endorsement,2010-10-06,day,reputable_contemporaneous_attribution,https://toronto.citynews.ca/2010/10/06/miller-endorses-pantalone-in-race-for-mayor-mihevc-endorses-smitherman/,https://torontolife.com/city/mayor-shocks-no-one-by-endorsing-his-deputy-mayor-joe-pantalone/
miller_2006_w14_perks,david_miller,con_b4c70c0c6f465c4091dce97cbbd286b3,can_8beb4a28087f5a58b667f68fdc297a43,2006-11-13,councillor,ward-14,Gord Perks,Gord Perks,confirmed,endorsement,2006-11-01,day,reputable_contemporaneous_attribution,https://philippinereporter.com/index.php/2006/11/01/rowena-santos-talks-to-the-philippine-reporter/,https://www.yorku.ca/yfile/2006/11/14/york-university-charts-a-new-course/
miller_2006_w38_debaeremaeker,david_miller,con_17c2e1a7404c5641823443ca7a6dcc10,can_3f84dacf17b85bdbad830258c4a975a8,2006-11-13,councillor,ward-38,Glenn De Baeremaeker,Glenn De Baeremaeker,confirmed,endorsement,,unknown,reputable_contemporaneous_campaign_attribution_published_post_poll,https://philippinereporter.com/?p=3703,
miller_2010_w18_beaulieu,david_miller,con_d6f7b1cb92f959ab9408dbb936bcf2ff,can_7c4e23514e3b546e8fc7ea161c40a4f1,2010-10-25,councillor,ward-18,Kevin Beaulieu,Kevin Beaulieu,confirmed,endorsement,2010-10-19,day,reputable_contemporaneous_attribution,https://spacing.ca/toronto/2010/10/19/election-council-turnover-ward-18/,https://xtramagazine.com/power/social-services-are-in-danger-kevin-beaulieu-8909
tory_2018_w03_grimes,john_tory,con_612115bf42b450d3aeb63bb430d3aec9,can_881b56db387e50b19b0aa61d56b09724,2018-10-22,councillor,ward-3,Mark Grimes,Mark Grimes,confirmed,endorsement,2018-10-20,day,reputable_contemporaneous_attribution,https://www.thestar.com/news/city_hall/2018/10/20/tory-endorses-mark-grimes-in-etobicoke-council-race.html,https://thelocal.to/ward-3-etobicoke-lakeshore/
tory_2018_w12_mihevc,john_tory,con_8b4a03ef5a3c55c4ab20662c886b31a7,can_daba066aa91d57bb8ac1116dacf2f2bc,2018-10-22,councillor,ward-12,Joe Mihevc,Joe Mihevc,confirmed,endorsement,2018-10-12,day,reputable_contemporaneous_attribution,https://toronto.citynews.ca/2018/10/12/matlow-vs-mihevc-when-council-friends-become-foes/,https://globalnews.ca/news/4551754/council-endorsements-2018-municipal-election/
tory_2018_w19_bradford,john_tory,con_45eb3e143f1b5492b4652498c957ed6b,can_aeb469c9e30b5f37a4f25f6a757d2ca4,2018-10-22,councillor,ward-19,Brad Bradford,Brad Bradford,confirmed,endorsement,,year,reputable_direct_attribution,https://globalnews.ca/news/4584494/toronto-election-2018-new-councillors/,
tory_2022_w03_grimes,john_tory,con_bcc3da3d377f5fd3bb1d8a0c3ad7160b,can_0683e747d16658ccbd08215379bddc50,2022-10-24,councillor,ward-3,Mark Grimes,Mark Grimes,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w04_agrell,john_tory,con_2c0ca30fc75e51a3acf50c4693b1cc1b,can_79eaa51713b25cf5912773588f7cb884,2022-10-24,councillor,ward-4,Siri Agrell,Siri Agrell,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,https://skedline.com/2022/10/siri-agrell-running-for-ward-4/
tory_2022_w05_nunziata,john_tory,con_52f50431db92559f8d4391fb2e932f16,can_c4e145ff6e765e0082c90ea1a07ae943,2022-10-24,councillor,ward-5,Frances Nunziata,Frances Nunziata,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w06_pasternak,john_tory,con_bab4f35c5b9a51da935131d5c790bddf,can_86b4a8b96048544897930f1f1cd40336,2022-10-24,councillor,ward-6,James Pasternak,James Pasternak,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w08_colle,john_tory,con_27e80d547d0256149213a7e90956055b,can_1c713059ec0357ccb3294d4ec433ba51,2022-10-24,councillor,ward-8,Mike Colle,Mike Colle,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w09_gonzales,john_tory,con_6821258c9f7f598e829c8617b8765c25,can_088b3c28f70f5a1397b937c55ecb3a65,2022-10-24,councillor,ward-9,Grant Gonzales,Grant Gonzales,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,https://thelocal.to/ward-9-davenport/
tory_2022_w16_burnside,john_tory,con_af1f1cbea2a15cf4899bdd37d9fc80f7,can_03d6f16490885a9bb430aa263793788d,2022-10-24,councillor,ward-16,Jon Burnside,Jon Burnside,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w18_obrien_fehr,john_tory,con_8d2d5f08a1095a14abbcb526483a3aa0,can_95396b48533f50499d760d4eefdf569e,2022-10-24,councillor,ward-18,Fehr Markus O'Brien,Markus O'Brien Fehr,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w19_bradford,john_tory,con_b7158aa7285c513f8255b4f87166c723,can_8a8622ea6deb5fc893af017dd09e6cb6,2022-10-24,councillor,ward-19,Brad Bradford,Brad Bradford,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w20_crawford,john_tory,con_9e0a04dcf1245155b6f1fd50c6a83e99,can_4be13ddaed1f5fd69bb23af3743ef443,2022-10-24,councillor,ward-20,Gary Crawford,Gary Crawford,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w22_mantas,john_tory,con_db6acf978ec15e2c9ac0230649ef0609,can_933ed8a454ba5127a1f53e6f4b508546,2022-10-24,councillor,ward-22,Nick Mantas,Nick Mantas,confirmed,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,
tory_2022_w23_lai_unresolved,john_tory,con_c686b3ad3bd059d78db8cc44229817a0,,2022-10-24,councillor,ward-23,,Cynthia Lai,unresolved,endorsement,2022-10-21,day,reputable_contemporaneous_slate_attribution,https://spacing.ca/toronto/2022/10/21/election-map-duelling-campaign-endorsements/,https://toronto.citynews.ca/2022/10/21/city-councillor-cythia-lai-dies/
tory_2023_mayor_bailao,john_tory,con_e0aab60f6a3e50d59f1f09a1742a2ddd,can_f9c65b5f49305573ac4de1d27b1e8fca,2023-06-26,mayor,city,Ana Bailão,Ana Bailão,confirmed,endorsement,2023-06-21,day,reputable_contemporaneous_attribution,https://toronto.citynews.ca/2023/06/21/john-tory-endorse-ana-bailao-toronto-byelection/,https://globalnews.ca/news/9783181/john-tory-ana-bailao-endorsement-expected/
star_2022_w01_ozzoude,toronto_star_editorial_board,con_0d314382ba1a5d62b399c1eefc717cc1,can_4bf69fdd28d25a3cafce07961bdc56ea,2022-10-24,councillor,ward-1,Charles Ozzoude,Charles Ozzoude,confirmed,editorial_choice,2022-10-19,day,publisher_editorial_with_archived_copy,https://www.thestar.com/opinion/editorials/2022/10/19/the-stars-endorsements-for-toronto-council-in-wards-1-to-8.html,https://toronto.cityhallwatcher.com/p/chw194
